market_name,status,genres,lengths,response_time
Local Legends,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Humor']","['Flash', 'Short Story']",No Data
Local Magic,Permanently Closed,[],[],No Data
Loch Raven Review - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Loch Raven Review - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Lock and Load: Both Barrels (Vol. 3),Permanently Closed,['Mystery/Crime'],['Short Story'],No Data
Lockdown Anthologies from Black Hare Press,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",13 days
Locked In - Fiction,Permanently Closed,"['General', 'Horror']","['Flash', 'Short Story']",No Data
Locked In - Poetry,Permanently Closed,"['General', 'Horror']",['Poetry'],No Data
Locker Shockers,Permanently Closed,"['Horror', 'Young Adult']",['Short Story'],No Data
Lockjaw,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Loco-Thology: Tales of Fantasy &amp; Science Fiction,Permanently Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",No Data
Lodestone Books,Does Not Qualify,[],[],No Data
Lodestone Journal,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Logos - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Logos - Poetry,Open,['General'],['Poetry'],No Data
Lolwe,Does Not Qualify,[],[],80 days
London Independent Story Prize,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
London Review of Books,Open,['General'],['Poetry'],No Data
Lone Star Stories,Permanently Closed,[],[],No Data
Lonely Cryptid Media,Does Not Qualify,[],[],No Data
Lonesome Train,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
long con magazine - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",71 days
long con magazine - Poetry,Temporarily Closed,['General'],['Poetry'],35 days
Long Hidden,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Historical', 'Alternate History']",['Short Story'],No Data
Long List Anthology,Does Not Qualify,[],[],No Data
Long Poem Magazine,Temporarily Closed,['General'],['Poetry'],No Data
Long River Review - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Long River Review - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],No Data
Long Story Short,Permanently Closed,"['General', 'Fantasy', 'Mystery/Crime']",['Flash'],No Data
Longest Hours: thoughts while waiting,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Longevity,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],No Data
Longitudines - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",148 days
Longitudines - Poetry,Open,['General'],['Poetry'],No Data
Longleaf Review - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",59 days
Longleaf Review - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],53 days
Longreads,Does Not Qualify,[],[],No Data
Longshot Island - Fiction,Does Not Qualify,[],[],196 days
Longshot Island - Poetry,Does Not Qualify,[],['Poetry'],No Data
Longshot Press,Does Not Qualify,[],[],No Data
LONTAR: Southeast Asian Speculative Fiction,Permanently Closed,"['Fantasy', 'Science Fiction', 'Literary']","['Short Story', 'Novelette']",No Data
Looking Landwards,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Loose Change Writing Contest,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Loose Id,Permanently Closed,"['Fantasy', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Suspense/Thriller']",['Novella'],No Data
Loose Leaf - Fiction,Permanently Closed,['General'],['Short Story'],No Data
Loose Leaf - Poetry,Permanently Closed,['General'],['Poetry'],No Data
Loose Leaves Publishing,Open,"['General', 'Fantasy', 'Suspense/Thriller', 'Historical', 'Young Adult', 'Literary']",['Novel'],No Data
Loosed Upon the World,Does Not Qualify,[],[],No Data
Looseleaf Tea,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette']",No Data
Lor - Fiction,Permanently Closed,['General'],['Flash'],No Data
Lor - Poetry,Permanently Closed,['General'],['Poetry'],No Data
Lord of the Dead,Does Not Qualify,[],[],No Data
LORE,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],No Data
Lore Fiction - Fiction,Permanently Closed,"['Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Suspense/Thriller']","['Flash', 'Short Story']",No Data
Lore Fiction - Poetry,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Suspense/Thriller']",['Poetry'],No Data
Lore Lush Publishing,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Mystery/Crime', 'Romance', 'Suspense/Thriller', 'Young Adult', 'Children']",['Novella'],No Data
Lorian Hemingway Short Story Competition,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Lorraine &amp; James,Permanently Closed,[],[],No Data
Los Mitos De Cthulhu Del Mexico Viejo,Does Not Qualify,[],[],No Data
"Los Suelos, CA",Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",25 days
Loss Lit - Fiction,Does Not Qualify,['General'],[],No Data
Loss Lit - Poetry,Does Not Qualify,[],['Poetry'],No Data
Lost &amp; Found - Fiction,Permanently Closed,"['General', 'Humor']","['Flash', 'Short Story', 'Novelette']",No Data
Lost &amp; Found - Poetry,Permanently Closed,"['General', 'Humor']",['Poetry'],No Data
Lost Balloon ,Temporarily Closed,['General'],['Flash'],50 days
Lost Boys Press,Does Not Qualify,['General'],['Novel'],No Data
Lost Colony Magazine,Open,"['Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Literary']","['Novelette', 'Novella']",No Data
Lost Contact,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],99 days
Lost Films,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",No Data
LOST FUTURES,Open,"['General', 'Fantasy', 'Horror']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Lost Gods,Permanently Closed,"['Fantasy', 'Horror']",['Short Story'],No Data
Lost Highways,Does Not Qualify,[],[],No Data
Lost Love,Permanently Closed,[],[],No Data
Lost River Review,Permanently Closed,['General'],"['Flash', 'Novel Excerpt', 'Short Story']",No Data
Lost Signals,Permanently Closed,['Horror'],"['Short Story', 'Novelette', 'Novella']",No Data
Lost Souls,Permanently Closed,"['Fantasy', 'Horror']",['Short Story'],No Data
Lost Worlds,Permanently Closed,"['Fantasy', 'Science Fiction']",['Short Story'],No Data
Lou Lit Review - Fiction,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
Lou Lit Review - Poetry,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction']",['Poetry'],No Data
Loud Coffee Press - Fiction,Open,['General'],['Flash'],No Data
Loud Coffee Press - Poetry,Open,['General'],['Poetry'],78 days
Louisiana Literature - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",45 days
Louisiana Literature - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Love &amp; Bubbles,Permanently Closed,"['General', 'Fantasy', 'Romance', 'Science Fiction']","['Flash', 'Short Story']",No Data
"Love ’em, Shoot ’em",Permanently Closed,"['Fantasy', 'Horror', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Western']",['Short Story'],No Data
Love Among the Thorns,Permanently Closed,"['Fantasy', 'Romance']","['Short Story', 'Novelette']",No Data
Love Beyond Death,Permanently Closed,[],[],No Data
Love Bites,Permanently Closed,"['Horror', 'Romance']","['Short Story', 'Novelette']",34 days
Love Hurts,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],No Data
Love Is Like a Box of Chocolates,Permanently Closed,['Romance'],"['Flash', 'Short Story', 'Novelette']",No Data
Love Knot Books,Permanently Closed,['Romance'],['Novel'],No Data
Love Letters to Poe,Temporarily Closed,"['General', 'Horror', 'Romance']","['Flash', 'Short Story']",No Data
Love Slave: Score,Permanently Closed,['Erotica'],"['Short Story', 'Novelette']",No Data
Love Slave: Second Chances,Permanently Closed,['Erotica'],"['Short Story', 'Novelette']",No Data
Love Slave: Sizzle,Permanently Closed,['Erotica'],"['Short Story', 'Novelette']",No Data
"Love, Lust and Zombies",Permanently Closed,"['Erotica', 'Horror', 'Romance']",['Short Story'],No Data
"Love, Sex &amp; Merlot Books (LSM Books)",Permanently Closed,"['Erotica', 'Romance']",['Novel'],No Data
"Love, Time, Space Anthology",Permanently Closed,"['Fantasy', 'Romance', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",No Data
"Love, Time, Space, Magic anthology",Permanently Closed,"['Fantasy', 'Romance', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",No Data
Love: A Dark Drabbles Anthology,Permanently Closed,"['General', 'Horror']",['Flash'],No Data
Lovecraft eZine,Permanently Closed,"['Fantasy', 'Horror']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Lovecraft in a Time of Madness,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Lovecraft Mythos Anthology (Flame Tree),Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],No Data
Lovecraftian Visions,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",No Data
Lovecraftiana - Fiction,Open,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",6 days
Lovecraftiana - Poetry,Open,"['Fantasy', 'Horror', 'Science Fiction']",['Poetry'],No Data
Love's Executive Order,Does Not Qualify,[],[],No Data
Loveswept,Permanently Closed,"['General', 'Romance']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Low Down Dirty Vote Anthology Series,Open,['Mystery/Crime'],"['Short Story', 'Novelette']",No Data
Lowestoft Chronicle - Fiction,Open,"['General', 'Humor', 'Literary']","['Flash', 'Short Story']",35 days
Lowestoft Chronicle - Poetry,Open,"['Literary', 'General', 'Humor']",['Poetry'],No Data
Lowlife - Fiction,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Lowlife - Poetry,Permanently Closed,"['General', 'Literary']",['Poetry'],No Data
Lucent Dreaming  - Fiction,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction']","['Flash', 'Short Story']",100 days
Lucent Dreaming  - Poetry,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction']",['Poetry'],62 days
Lucent Dreaming (Novels),Open,"['General', 'Fantasy', 'Science Fiction', 'Literary']",['Novel'],No Data
Lucid Dreaming Experience,Does Not Qualify,[],[],No Data
LUCKY DIP,Open,"['Fantasy', 'Horror', 'Humor']","['Flash', 'Short Story']",No Data
Lucky Jefferson - Fiction,Temporarily Closed,['General'],['Flash'],No Data
Lucky Jefferson - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Luke Lafferty's Free Erotica,Permanently Closed,['Erotica'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Lumina,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Lummox,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
LUNA Books,Permanently Closed,"['Fantasy', 'Romance']",['Novel'],No Data
Luna Luna - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Luna Luna - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Luna Press,Open,"['Fantasy', 'Science Fiction']",['Novella'],18 days
Luna Station Quarterly,Open,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",79 days
Lunarian Press,Does Not Qualify,[],[],No Data
Lunaris Review - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Lunaris Review - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Luna's Children: Tales of the Werewolf,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Lunate - Fiction,Open,['General'],"['Flash', 'Short Story']",5 days
Lunate - Poetry,Open,['General'],['Poetry'],2 days
Lunch Hour Stories,Permanently Closed,[],[],No Data
Lunch Ticket - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",54 days
Lunch Ticket - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],114 days
Lupine Lunes,Permanently Closed,"['Fantasy', 'Horror']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Luthando Coeur,Permanently Closed,['Fantasy'],['Novel'],No Data
Lycan Valley Press,Does Not Qualify,[],[],49 days
Lycanthrope - The Beast Within,Permanently Closed,[],[],No Data
Lying in a Wounded Wood,Permanently Closed,['Fantasy'],"['Short Story', 'Novelette', 'Novella']",No Data
Lynx Eye,Permanently Closed,[],[],No Data
Lyonesse,Permanently Closed,"['Fantasy', 'Science Fiction']","['Short Story', 'Novelette', 'Novella']",No Data
Lyrica,Permanently Closed,[],[],No Data
Lyrical Press,Open,"['General', 'Fantasy', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Historical', 'Literary']",['Novel'],No Data
Macabre Cadaver,Permanently Closed,[],[],No Data
Macabre Ladies Publishing,Does Not Qualify,[],[],56 days
Machigonne Fiction Contest,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Machinations and Mesmerism: A Tribute To E.T.A. Hoffmann,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],No Data
Machine Intelligence Research Institute,Does Not Qualify,[],[],No Data
Machine of Death Anthology (Vol. 2),Permanently Closed,[],[],No Data
MacQueen's Quinterly - Fiction,Temporarily Closed,"['General', 'Literary']",['Flash'],No Data
MacQueen's Quinterly - Poetry,Does Not Qualify,"['General', 'Literary']",['Poetry'],No Data
MacroMicroCosm - Fiction,Open,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",41 days
MacroMicroCosm - Poetry,Open,"['Fantasy', 'Science Fiction']",['Poetry'],No Data
Mad Alice - Fiction,Open,['General'],['Flash'],No Data
Mad Alice - Poetry,Open,['General'],['Poetry'],No Data
Mad Cow Press,Does Not Qualify,[],[],No Data
Mad March Hare,Permanently Closed,['Fantasy'],"['Short Story', 'Novelette', 'Novella']",No Data
Mad Rush,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Mad Scientist Journal,Permanently Closed,"['Action/Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Suspense/Thriller']","['Flash', 'Short Story', 'Novelette']",No Data
Mad Swirl - Fiction,Open,['General'],['Flash'],No Data
Mad Swirl - Poetry,Open,['General'],['Poetry'],No Data
Madame Gray's Vault of Gore,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",19 days
Made For Me Anthology,Permanently Closed,"['Erotica', 'Fantasy', 'Romance', 'Science Fiction']","['Short Story', 'Novelette', 'Novella']",No Data
Made in Britain,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",No Data
Made You Flinch Anthology,Permanently Closed,[],[],No Data
Made You Flinch--Again! Anthology,Permanently Closed,[],[],No Data
MadHat Lit,Permanently Closed,"['General', 'Literary']",['Flash'],No Data
Madhouse Books Publishing,Does Not Qualify,[],[],No Data
Madness Heart Press,Does Not Qualify,[],[],No Data
Madness Heart Press Blog,Does Not Qualify,[],[],No Data
Maelstrom,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Mafagafo (Portuguese),Does Not Qualify,[],[],95 days
Maggie - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Maggie - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Magic &amp; Mechanica,Permanently Closed,[],[],No Data
Magic Cat Press Christmas Anthology,Permanently Closed,[],[],No Data
Magical Menageries: Equus,Permanently Closed,['Fantasy'],"['Flash', 'Short Story']",No Data
Magical Menageries: Sirens,Permanently Closed,['Fantasy'],"['Flash', 'Short Story']",No Data
Magissa,Does Not Qualify,[],[],No Data
Magma Poetry,Temporarily Closed,['General'],['Poetry'],95 days
Magnificent Cowlick Media,Does Not Qualify,[],[],No Data
"Maiden, Mother, Crone: Fantastical Trans Femmes",Permanently Closed,[],[],No Data
Main Street Rag - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Main Street Rag - Poetry,Open,['General'],['Poetry'],No Data
Maintain the North: An Epic Mountie Adventure Anthology,Open,"['General', 'Action/Adventure', 'Fantasy', 'Mystery/Crime', 'Romance', 'Historical']","['Flash', 'Short Story', 'Novelette']",No Data
Maisonneuve,Does Not Qualify,[],[],No Data
Make Your Way: An Anthology of Choices,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
make/shift,Permanently Closed,"['General', 'Literary']",[],No Data
MAKE: A Chicago Literary Magazine,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Making Monsters - Fiction,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",No Data
Making Monsters - Poetry,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Poetry'],No Data
Malachite Quills Publishing,Permanently Closed,['General'],"['Novelette', 'Novella']",No Data
Malarkey Books,Does Not Qualify,[],[],92 days
Malarkey Books Untitled Anthology,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",99 days
Malefaction Magazine - Fiction,Permanently Closed,['Mystery/Crime'],"['Flash', 'Short Story']",No Data
Malefaction Magazine - Poetry,Permanently Closed,['Mystery/Crime'],['Poetry'],No Data
Malicious Deviance Anthology,Permanently Closed,[],[],No Data
Malicious Malpractices,Permanently Closed,['Horror'],['Short Story'],No Data
Malicious Malpractices Anthology,Permanently Closed,[],[],No Data
Mammoth Book of SF Stories by Women,Permanently Closed,"['Science Fiction', 'Historical']","['Flash', 'Short Story', 'Novelette']",No Data
Mammoth Book of the Mummy,Does Not Qualify,[],[],No Data
Man to Man Erotica-Zine,Open,['Erotica'],"['Flash', 'Short Story']",32 days
Manawaker Studio,Does Not Qualify,[],[],No Data
Manawaker Studio Flash Fiction Podcast,Open,"['General', 'Science Fiction', 'Humor']","['Flash', 'Short Story']",82 days
Manchester Fiction Prize,Temporarily Closed,['General'],"['Flash', 'Short Story']",132 days
Mandrake Journal - Fiction,Temporarily Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story', 'Novelette', 'Novella']",236 days
Mandrake Journal - Poetry,Temporarily Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction']",['Poetry'],No Data
Mandrake of Oxford,Open,"['General', 'Erotica', 'Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction']",['Novel'],No Data
Maniacal Anthology,Permanently Closed,"['Horror', 'Humor']","['Flash', 'Short Story']",No Data
Manifesto: UF,Permanently Closed,['Fantasy'],['Short Story'],No Data
ManLoveRomance Press,Temporarily Closed,"['Erotica', 'Fantasy', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Western']","['Novelette', 'Novella']",No Data
MANNEQUIN HAUS  - Fiction,Permanently Closed,['General'],['Flash'],No Data
MANNEQUIN HAUS  - Poetry,Does Not Qualify,[],['Poetry'],No Data
Mannison Press,Does Not Qualify,[],[],No Data
Manor House,Permanently Closed,"['Fantasy', 'Horror']",['Short Story'],No Data
Manor House Quarterly,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Mantid,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Literary']","['Short Story', 'Novelette']",No Data
Mantis,Open,['General'],['Poetry'],No Data
Mantra Review,Permanently Closed,['General'],['Poetry'],No Data
Manuscripts,Does Not Qualify,[],[],No Data
Manzano Mountain Review - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Manzano Mountain Review - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Map Literary - Fiction,Permanently Closed,"['General', 'Literary']","['Flash', 'Novel Excerpt', 'Short Story', 'Novelette', 'Novella']",No Data
Map Literary - Poetry,Permanently Closed,"['General', 'Literary']",['Poetry'],No Data
Maple Tree Literary Supplement,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Marathon Literary Review - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Marathon Literary Review - Poetry,Open,['General'],['Poetry'],No Data
Marble Poetry,Open,['General'],['Poetry'],No Data
Marcher Lord Press,Permanently Closed,"['Fantasy', 'Science Fiction', 'Young Adult']",['Novel'],No Data
MARGIE,Permanently Closed,[],[],No Data
Marias at Sampaguitas - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Marias at Sampaguitas - Poetry,Open,['General'],['Poetry'],No Data
Marion Zimmer Bradley's Fantasy Magazine,Permanently Closed,[],[],No Data
Mark of the Beast Anthology,Permanently Closed,[],[],No Data
Marked by Scorn,Permanently Closed,['General'],"['Short Story', 'Novelette']",No Data
Marlow &amp; Company,Does Not Qualify,['General'],[],No Data
Marrow Magazine - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Marrow Magazine - Poetry,Open,['General'],['Poetry'],No Data
Mars Magazine,Does Not Qualify,[],[],No Data
Mars Needs Writers,Permanently Closed,"['Fantasy', 'Horror', 'Romance', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Martian Magazine,Temporarily Closed,['Science Fiction'],['Flash'],3 days
Martian Migraine Press,Does Not Qualify,[],[],No Data
Mary Magazine - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Mary Magazine - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],No Data
Maryland Literary Review - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",2 days
Maryland Literary Review - Poetry,Open,['General'],['Poetry'],No Data
Mascara Literary Review - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Mascara Literary Review - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Mash Stories,Permanently Closed,['General'],['Flash'],No Data
MASHED: The Culinary Delights of Twisted Erotic Horror (Grivante Press),Permanently Closed,"['Erotica', 'Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",No Data
Mask Magazine,Does Not Qualify,[],[],No Data
Masked Hearts Anthology,Does Not Qualify,[],[],No Data
Masked Mosaic: Canadian Super Stories,Permanently Closed,[],[],No Data
Mason Jar Press,Does Not Qualify,[],[],1 days
Mason Jar Press: Horror Anthology ,Permanently Closed,"['Horror', 'Literary']","['Flash', 'Short Story']",No Data
Mason Street Review - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Mason Street Review - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],No Data
Masque &amp; Spectacle - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Masque &amp; Spectacle - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Masque Books,Permanently Closed,"['Fantasy', 'Romance', 'Science Fiction']",['Novella'],No Data
Masquerade,Permanently Closed,[],[],No Data
Masques Anthology,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Massacre Magazine,Permanently Closed,['Horror'],"['Flash', 'Short Story', 'Novelette']",No Data
Masters Review Flash Fiction Contest,Temporarily Closed,"['General', 'Literary']",['Flash'],76 days
Matador Review - Fiction,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Matador Review - Poetry,Permanently Closed,['General'],['Poetry'],No Data
matchbook,Temporarily Closed,['General'],['Flash'],68 days
Materiality,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Mathematical Intelligencer,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Matilda Prize,Temporarily Closed,"['General', 'Young Adult', 'Children', 'Middle Grade']",['Novella'],No Data
Matrix,Does Not Qualify,[],[],No Data
Matter Press,Does Not Qualify,[],[],No Data
Matters of Perspective,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Alternate History']",['Short Story'],No Data
Matthew Cross Flash Fiction Collaboration Contest,Does Not Qualify,[],[],No Data
Maudlin House - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",31 days
Maudlin House - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Max Avalon,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette', 'Novella']",No Data
MAXQDA Press,Does Not Qualify,[],[],No Data
MAYDAY - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",50 days
MAYDAY - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Mayfly Haiku Magazine,Open,['General'],['Poetry'],35 days
M-BRANE SF,Permanently Closed,['Science Fiction'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
McCoy's Monthly,Open,"['General', 'Science Fiction']","['Flash', 'Short Story', 'Novelette', 'Novella']",63 days
McKinley Review - Fiction,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
McKinley Review - Poetry,Permanently Closed,['General'],['Poetry'],No Data
McKitterick Prize,Temporarily Closed,['General'],['Novel'],107 days
McSweeney's Books - Fiction,Temporarily Closed,['General'],['Novel'],No Data
McSweeney's Books - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
McSweeney's Internet Tendency,Open,['General'],"['Flash', 'Short Story']",4 days
M–Dash - Fiction,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
M–Dash - Poetry,Permanently Closed,['General'],['Poetry'],No Data
Me and My Boi: Queer Erotic Stories,Permanently Closed,['Erotica'],['Short Story'],No Data
Me First Magazine,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Meanjin,Open,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",48 days
Meat For Tea: The Valley Review - Fiction,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Meat For Tea: The Valley Review - Poetry,Permanently Closed,['General'],['Poetry'],No Data
Mechanical Animals,Does Not Qualify,[],[],No Data
Mechanical Miscreants,Permanently Closed,"['Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Medallion Media Group,Permanently Closed,"['General', 'Young Adult']",['Novel'],No Data
MediaVirus Magazine,Permanently Closed,[],[],No Data
Medical Literary Messenger  - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Medical Literary Messenger  - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Medusa's Laugh Press,Does Not Qualify,[],[],No Data
MedusPod,Permanently Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
Meerkat Press,Temporarily Closed,"['Fantasy', 'Romance', 'Science Fiction']",['Novel'],No Data
Meet Cute Contest 2016,Permanently Closed,"['General', 'Romance']",['Flash'],No Data
Meet Cute Mag,Permanently Closed,"['General', 'Romance']","['Flash', 'Short Story']",No Data
Meetinghouse - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",102 days
Meetinghouse - Poetry,Temporarily Closed,['General'],['Poetry'],140 days
Megara Publishing,Temporarily Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Novella'],20 days
Melange Books,Does Not Qualify,[],[],No Data
Melee,Permanently Closed,['Fantasy'],"['Short Story', 'Novelette']",No Data
Mellago,Permanently Closed,[],['Poetry'],No Data
Melody of Love Contest,Does Not Qualify,[],[],No Data
Melting Books,Permanently Closed,['Fantasy'],['Novel'],No Data
Melusine,Permanently Closed,['General'],['Flash'],No Data
Membrane,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction']","['Short Story', 'Novelette', 'Novella']",No Data
