,market_name,status,genres,lengths,response_days,length_Flash,length_Short Story,length_Novelette,length_Novella,length_Poetry,length_Novel,length_Story Collection,length_Novel Excerpt,genre_General,genre_Fantasy,genre_Horror,genre_Science Fiction,genre_Romance,genre_Literary,genre_Mystery/Crime,genre_Erotica,genre_Suspense/Thriller,genre_Humor,genre_Young Adult,genre_Middle Grade,genre_Action/Adventure,genre_Historical,genre_Alternate History,genre_Western,genre_Children,genre_Furry
5211,Little Patuxent Review - Poetry,Open,['General'],['Poetry'],46.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5212,Little Rose Magazine - Fiction,Permanently Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5213,Little Rose Magazine - Poetry,Permanently Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5214,Little Star,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5215,Little Stone Journal,Temporarily Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5216,Little Tokyo Historical Society- Imagine Little Tokyo Short Story Contest,Permanently Closed,"['General', 'Science Fiction']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5217,LitUp Creative Contest - Fiction,Permanently Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5218,LitUp Creative Contest - Poetry,Permanently Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5219,Live and Let Undead Anthology,Permanently Closed,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5220,Live Free or Dragons,Permanently Closed,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5221,Live Novel Digest,Open,['General'],['Short Story'],14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5222,Live Novel Publishing,Open,['General'],['Novella'],,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5223,Lived-In Stories,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5224,Lizzie's Bedtime Stories Valentines,Permanently Closed,"['Erotica', 'Fantasy', 'Mystery/Crime', 'Romance']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5225,LMAO Magazine,Permanently Closed,"['General', 'Humor']","['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,Local Hero Press,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5227,Local Legends,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Humor']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5228,Local Magic,Permanently Closed,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5229,Loch Raven Review - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5230,Loch Raven Review - Poetry,Open,"['General', 'Literary']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5231,Lock and Load: Both Barrels (Vol. 3),Permanently Closed,['Mystery/Crime'],['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5232,Lockdown Anthologies from Black Hare Press,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",13.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5233,Locked In - Fiction,Permanently Closed,"['General', 'Horror']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5234,Locked In - Poetry,Permanently Closed,"['General', 'Horror']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5235,Locker Shockers,Permanently Closed,"['Horror', 'Young Adult']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5236,Lockjaw,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5237,Loco-Thology: Tales of Fantasy &amp; Science Fiction,Permanently Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5238,Lodestone Books,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5239,Lodestone Journal,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette']",,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5240,Logos - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5241,Logos - Poetry,Open,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5242,Lolwe,Does Not Qualify,[],[],80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5243,London Independent Story Prize,Temporarily Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5244,London Review of Books,Open,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5245,Lone Star Stories,Permanently Closed,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5246,Lonely Cryptid Media,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5247,Lonesome Train,Permanently Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5248,long con magazine - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",71.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5249,long con magazine - Poetry,Temporarily Closed,['General'],['Poetry'],35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5250,Long Hidden,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Historical', 'Alternate History']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5251,Long List Anthology,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5252,Long Poem Magazine,Temporarily Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5253,Long River Review - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5254,Long River Review - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5255,Long Story Short,Permanently Closed,"['General', 'Fantasy', 'Mystery/Crime']",['Flash'],,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5256,Longest Hours: thoughts while waiting,Permanently Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5257,Longevity,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5258,Longitudines - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",148.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5259,Longitudines - Poetry,Open,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5260,Longleaf Review - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",59.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5261,Longleaf Review - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],53.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5262,Longreads,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5263,Longshot Island - Fiction,Does Not Qualify,[],[],196.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5264,Longshot Island - Poetry,Does Not Qualify,[],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5265,Longshot Press,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5266,LONTAR: Southeast Asian Speculative Fiction,Permanently Closed,"['Fantasy', 'Science Fiction', 'Literary']","['Short Story', 'Novelette']",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5267,Looking Landwards,Permanently Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5268,Loose Change Writing Contest,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5269,Loose Id,Permanently Closed,"['Fantasy', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Suspense/Thriller']",['Novella'],,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5270,Loose Leaf - Fiction,Permanently Closed,['General'],['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5271,Loose Leaf - Poetry,Permanently Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5272,Loose Leaves Publishing,Open,"['General', 'Fantasy', 'Suspense/Thriller', 'Historical', 'Young Adult', 'Literary']",['Novel'],,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5273,Loosed Upon the World,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5274,Looseleaf Tea,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette']",,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5275,Lor - Fiction,Permanently Closed,['General'],['Flash'],,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5276,Lor - Poetry,Permanently Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5277,Lord of the Dead,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5278,LORE,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5279,Lore Fiction - Fiction,Permanently Closed,"['Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Suspense/Thriller']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5280,Lore Fiction - Poetry,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Suspense/Thriller']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281,Lore Lush Publishing,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Mystery/Crime', 'Romance', 'Suspense/Thriller', 'Young Adult', 'Children']",['Novella'],,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5282,Lorian Hemingway Short Story Competition,Temporarily Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5283,Lorraine &amp; James,Permanently Closed,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5284,Los Mitos De Cthulhu Del Mexico Viejo,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5285,"Los Suelos, CA",Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5286,Loss Lit - Fiction,Does Not Qualify,['General'],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5287,Loss Lit - Poetry,Does Not Qualify,[],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5288,Lost &amp; Found - Fiction,Permanently Closed,"['General', 'Humor']","['Flash', 'Short Story', 'Novelette']",,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5289,Lost &amp; Found - Poetry,Permanently Closed,"['General', 'Humor']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5290,Lost Balloon ,Temporarily Closed,['General'],['Flash'],50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5291,Lost Boys Press,Does Not Qualify,['General'],['Novel'],,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5292,Lost Colony Magazine,Open,"['Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Literary']","['Novelette', 'Novella']",,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5293,Lost Contact,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5294,Lost Films,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5295,LOST FUTURES,Open,"['General', 'Fantasy', 'Horror']","['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5296,Lost Gods,Permanently Closed,"['Fantasy', 'Horror']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5297,Lost Highways,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5298,Lost Love,Permanently Closed,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5299,Lost River Review,Permanently Closed,['General'],"['Flash', 'Novel Excerpt', 'Short Story']",,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5300,Lost Signals,Permanently Closed,['Horror'],"['Short Story', 'Novelette', 'Novella']",,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5301,Lost Souls,Permanently Closed,"['Fantasy', 'Horror']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5302,Lost Worlds,Permanently Closed,"['Fantasy', 'Science Fiction']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5303,Lou Lit Review - Fiction,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5304,Lou Lit Review - Poetry,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5305,Loud Coffee Press - Fiction,Open,['General'],['Flash'],,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5306,Loud Coffee Press - Poetry,Open,['General'],['Poetry'],78.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,Louisiana Literature - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",45.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5308,Louisiana Literature - Poetry,Open,"['General', 'Literary']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5309,Love &amp; Bubbles,Permanently Closed,"['General', 'Fantasy', 'Romance', 'Science Fiction']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5310,"Love ’em, Shoot ’em",Permanently Closed,"['Fantasy', 'Horror', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Western']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5311,Love Among the Thorns,Permanently Closed,"['Fantasy', 'Romance']","['Short Story', 'Novelette']",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5312,Love Beyond Death,Permanently Closed,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5313,Love Bites,Permanently Closed,"['Horror', 'Romance']","['Short Story', 'Novelette']",34.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5314,Love Hurts,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5315,Love Is Like a Box of Chocolates,Permanently Closed,['Romance'],"['Flash', 'Short Story', 'Novelette']",,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5316,Love Knot Books,Permanently Closed,['Romance'],['Novel'],,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5317,Love Letters to Poe,Temporarily Closed,"['General', 'Horror', 'Romance']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5318,Love Slave: Score,Permanently Closed,['Erotica'],"['Short Story', 'Novelette']",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5319,Love Slave: Second Chances,Permanently Closed,['Erotica'],"['Short Story', 'Novelette']",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5320,Love Slave: Sizzle,Permanently Closed,['Erotica'],"['Short Story', 'Novelette']",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5321,"Love, Lust and Zombies",Permanently Closed,"['Erotica', 'Horror', 'Romance']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5322,"Love, Sex &amp; Merlot Books (LSM Books)",Permanently Closed,"['Erotica', 'Romance']",['Novel'],,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5323,"Love, Time, Space Anthology",Permanently Closed,"['Fantasy', 'Romance', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5324,"Love, Time, Space, Magic anthology",Permanently Closed,"['Fantasy', 'Romance', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5325,Love: A Dark Drabbles Anthology,Permanently Closed,"['General', 'Horror']",['Flash'],,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5326,Lovecraft eZine,Permanently Closed,"['Fantasy', 'Horror']","['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5327,Lovecraft in a Time of Madness,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette']",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5328,Lovecraft Mythos Anthology (Flame Tree),Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5329,Lovecraftian Visions,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5330,Lovecraftiana - Fiction,Open,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5331,Lovecraftiana - Poetry,Open,"['Fantasy', 'Horror', 'Science Fiction']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5332,Love's Executive Order,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5333,Loveswept,Permanently Closed,"['General', 'Romance']","['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5334,Low Down Dirty Vote Anthology Series,Open,['Mystery/Crime'],"['Short Story', 'Novelette']",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5335,Lowestoft Chronicle - Fiction,Open,"['General', 'Humor', 'Literary']","['Flash', 'Short Story']",35.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5336,Lowestoft Chronicle - Poetry,Open,"['Literary', 'General', 'Humor']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5337,Lowlife - Fiction,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5338,Lowlife - Poetry,Permanently Closed,"['General', 'Literary']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5339,Lucent Dreaming  - Fiction,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction']","['Flash', 'Short Story']",100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5340,Lucent Dreaming  - Poetry,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction']",['Poetry'],62.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5341,Lucent Dreaming (Novels),Open,"['General', 'Fantasy', 'Science Fiction', 'Literary']",['Novel'],,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5342,Lucid Dreaming Experience,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5343,LUCKY DIP,Open,"['Fantasy', 'Horror', 'Humor']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5344,Lucky Jefferson - Fiction,Temporarily Closed,['General'],['Flash'],,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5345,Lucky Jefferson - Poetry,Temporarily Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5346,Luke Lafferty's Free Erotica,Permanently Closed,['Erotica'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5347,Lumina,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5348,Lummox,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5349,LUNA Books,Permanently Closed,"['Fantasy', 'Romance']",['Novel'],,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350,Luna Luna - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
